"報告年度:2022","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""8114""","振樺電","356.1800","僅振樺母公司","","1396.1100","僅振樺母公司","","無，非顯著性項目，不納入盤查","","","0.5692","百萬元營業額"
"=""8131""","福懋科","1954.8385","僅母公司","ISO 9001","131146.7429","僅母公司","ISO 9001","25665.6397","僅母公司","ISO 9001","12.7600","百萬元營業額"
"=""8150""","南茂","4302.6471","母公司(台灣六個廠區)、上海/美國子公司","ISO 9001","238014.9896","母公司(台灣六個廠區)、上海/美國子公司","ISO 9001","50227.8288","母公司(台灣六個廠區)、上海/美國子公司","ISO 9001","10.3000","百萬元營業額"
"=""8163""","達方","4082.3641","母公司(台灣廠區及中國廠區)","ISO 14001","57618.5846","母公司(台灣廠區及中國廠區)","ISO 14001","701.4140","母公司(台灣廠區及中國廠區)廢棄物運輸","ISO 14001","4.2900","百萬元營業額"
"=""8201""","無敵","15.2800","母公司","","1077.0000","母公司","","無，無統計相關數據","","","1.8500","百萬元營業額"
"=""8210""","勤誠","1995.3900","總部/嘉義廠/勤昆廠/前盛廠","ISO 9001","10591.7000","總部/嘉義廠/勤昆廠/前盛廠","ISO 9001","無，無統計相關數據","","","1.1900","百萬元營業額"
"=""8213""","志超","814.4721","僅母公司","","16597.5480","僅母公司","","16666.3008","僅母公司","","1.9856","百萬元營業額"
"=""8215""","明基材","19741.1100","桃園廠區、雲林廠區及大陸廠區","ISO 9001","33182.2100","桃園廠區、雲林廠區及大陸廠區","ISO 9001","9645.0700","桃園廠區、雲林廠區及大陸廠區","ISO 9001","3.4100","百萬元營業額"
"=""8222""","寶一","3083.7160","臺南市新營區新工路13巷1號","","無，無外購電力、熱或蒸氣等能源","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8249""","菱光","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8261""","富鼎","10.6800","僅母公司","","459.1900","僅母公司","","無，無統計相關數據","","","3.5600","服務"
"=""8271""","宇瞻","10.4670","僅母公司","","1867.9730","僅母公司","","429.2940","僅母公司","","0.2100","百萬元營業額"
"=""8341""","日友","125231.1428","母公司(雲林廠及彰濱廠)","","12307.3146","母公司(雲林廠及彰濱廠)","","無，無統計相關數據","","","2.0979","廢棄物焚化處理(進場)量"
"=""8367""","建新國際","6046.0000","僅母公司","","1192.0000","僅母公司","","無，無統計相關數據","","","4.2400","百萬元營業額"
"=""8374""","羅昇","255.8500","母公司","","139.9600","母公司","","無，無統計相關數據","","","0.3054","百萬元營業額"
"=""8404""","百和興業-KY","39852.4300","江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司","ISO 14001","51292.2300","江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司","ISO 14001","2139.2900","江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司","ISO 14001","9.0836","產品"
"=""8411""","福貞-KY","8264.0000","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」)作為揭露範疇","","19361.0000","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」)作為揭露範疇","","無，無統計相關數據","","","0.5500","產品"
"=""8422""","可寧衛","9153.3940","可寧衛、吉衛、大寧、岡聯事業及上評資源循環","ISO 9001","15862.4170","可寧衛、吉衛、大寧、岡聯事業及上評資源循環","ISO 9001","10059.9770","可寧衛、吉衛、大寧、岡聯事業及上評資源循環","ISO 9001","0.0067","千元營業額"
"=""8429""","金麗-KY","1519.0000","合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8438""","昶昕","216.0000","大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠","","15368.0000","大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠","","358.0000","大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠。","","無，無統計相關數據",""
"=""8442""","威宏-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8443""","阿瘦","無，3","","","1562.8773","僅母公司","","1.7745","僅母公司","","無，不適用",""
"=""8454""","富邦媒","1595.4800","母公司與國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","ISO 9001","13240.4500","母公司與國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","ISO 9001","1524208.6900","母公司與國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","ISO 9001","0.1400","百萬元營業額"
"=""8462""","柏文","1019.9500","包含合併財務報表之母子公司","","49229.7700","包含合併財務報表之母子公司","","無，無統計相關數據","","","13.9350","百萬營業額"
"=""8463""","潤泰材","562702.5578","潤泰精密材料股份有限公司宜蘭冬山廠","ISO 14001","41327.0334","潤泰精密材料股份有限公司宜蘭冬山廠","ISO 14001","無，無統計相關數據","","","0.8830","熟料產量"
"=""8464""","億豐","無，3","","","無，2021年資料為96,782噸。2022年資料盤查中。","","","無，範疇三正逐步計算中；暫無彙總統計。","","","無，2021年資料為4.59噸/百萬新台幣。2022年資料盤查中。",""
"=""8466""","美吉吉-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8467""","波力-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8473""","山林水","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8476""","台境*","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8478""","東哥遊艇","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8481""","政伸","77.3000","僅母公司","","1489.5000","僅母公司","","無，無統計相關數據","","","1.9038","百萬元營業額"
"=""8482""","商億-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8488""","吉源-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8499""","鼎炫-KY","61.6400","僅昆山隆揚廠","","363.9400","僅昆山隆揚廠","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8926""","台汽電","326785.9976","台灣汽電共生股份有限公司 官田汽電共生廠","ISO 9001","6181.2960","台灣汽電共生股份有限公司 官田汽電共生廠","ISO 9001","無，無統計相關數據","","","0.0000","每單位蒸汽排放二氧化碳當量：361.7公斤/公噸蒸汽 (=0.3617公噸/公噸蒸汽) 每單位電力排放二氧化碳當量：1,050.3公斤/度電力 (=1.0503公噸/度電力)"
"=""8940""","新天地","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8996""","高力","281.1856","母公司","","7481.7579","母公司","","14384.7289","母公司","","2.9000","百萬元營業額"
"=""9103""","美德醫療-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""910322""","康師傅-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9105""","泰金寶-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""910861""","神州-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9110""","越南控-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""911608""","明輝-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""911622""","泰聚亨-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""911868""","同方友友-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""912000""","晨訊科-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9136""","巨騰-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9802""","鈺齊-KY","4997.9300","台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","","47859.4200","台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","","44.5600","台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","","無，無統計相關數據",""
"=""9902""","台火","22.5100","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9904""","寶成","48900.0000","本公司製鞋廠區","ISO 14001","587300.0000","本公司製鞋廠區","ISO 14001","23807.7700","主要盤查成品鞋貨物下游運輸，與母公司員工航空差旅等兩個項目。","ISO 14001","無，針對本公司主要生產營運基地(中國大陸、越南、印尼)的製鞋工廠，每雙鞋溫室氣體排放密集度介於0.00258~0.00354噸。",""
"=""9905""","大華","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9906""","欣巴巴","31622.0500","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9907""","統一實","40518.0000","台灣總公司","ISO 9001","90068.0000","台灣總公司","ISO 9001","無，無統計相關數據","","","0.1500","產品"
"=""9908""","大台北","無，無統計相關數據","","","898.5050","母公司三棟大樓自用樓層及內湖工務部辦公室","","無，無統計相關數據","","","0.0270","營業額每10萬元"
"=""9910""","豐泰","16795.0000","包含合併財務報表之母子公司","","232248.0000","包含合併財務報表之母子公司","","無，數據統計尚不完整，本年度暫時刪除此資訊揭露","","","0.1060","每仟元美金產值"
"=""9911""","櫻花","975.2900","僅母公司","","3251.6200","僅母公司","","無，無統計相關數據","","","4.0000","CO2e/員工數"
"=""9912""","偉聯","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9914""","美利達","1499.1016","僅母公司","","6586.1856","僅母公司","","1893.1913","僅母公司","","0.3121","百萬元營業額"
"=""9917""","中保科","3305.2600","母公司","","4508.0100","母公司","","無，無統計相關數據","","","1.0700","百萬元營業額"
"=""9918""","欣天然","無，無統計相關數據","","","203.0290","欣欣大樓","","無，無統計相關數據","","","0.1043","百萬元營業額"
"=""9919""","康那香","1439.1400","僅母公司","","14550.5800","僅母公司","","61.1100","僅母公司","","1.8000","產量(噸)"
"=""9921""","巨大","11549.6200","巨大集團台灣據點","ISO 14001","23152.8000","巨大集團台灣據點","ISO 14001","402145.1500","巨大集團台灣據點","ISO 14001","26.4680","百萬美元營收"
"=""9924""","福興","454.1588","僅母公司","ISO 9001","7742.2972","僅母公司","ISO 9001","11806.5615","僅母公司","ISO 9001","0.0005","產品"
"=""9925""","新保","1832.6600","母公司","","3027.2400","母公司","","無，無統計相關數據","","","2.6300","碳排總量/2022年公司人數"
"=""9926""","新海","229776.8000","僅母公司","","557.7000","僅母公司","","無，無統計相關數據","","","102.9700","百萬元營業額"
"=""9927""","泰銘","12455.1601","母公司","","4565.7300","母公司","","無，無統計相關數據","","","2.5279","千元"
"=""9928""","中視","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9929""","秋雨","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
