"報告年度:2021","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""8072""","陞泰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8081""","致新","9.3800","母公司","","1140.8600","母公司","","無，無統計相關數據","","","0.1500","營業額"
"=""8101""","華冠","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8103""","瀚荃","30.5074","母公司","ISO 9001","228.9044","母公司","ISO 9001","40.6552","母公司","ISO 9001","無，無統計相關數據",""
"=""8104""","錸寶","無，無統計相關數據","","","13818.5600","母公司-錸寶","","無，無統計相關數據","","","8.5300","營業額"
"=""8105""","凌巨","159966.7000","母公司之八德廠區及子公司KGO","ISO 9001","98925.1100","母公司之八德廠區及子公司KGO","ISO 9001","無，無統計相關數據","","","0.8400","產品"
"=""8110""","華東","2830.8700","僅母公司","","98437.5700","僅母公司","","239324.4700","僅母公司","","0.0001","產品"
"=""8112""","至上","3.3930","僅母公司","ISO 9001","232.3170","僅母公司","ISO 9001","1500.3920","僅母公司","ISO 9001","25.8730","以個體營業額(新台幣百億元)計算"
"=""8114""","振樺電","357.9200","僅振樺母公司","","1399.3100","僅振樺母公司","","無，非顯著性項目，不納入盤查","","","66.6100","每億營業額"
"=""8131""","福懋科","1690.4700","僅母公司","ISO 9001","131507.8600","僅母公司","ISO 9001","無，無統計相關數據","","","13.4000","百萬營業額"
"=""8150""","南茂","1538.4400","母公司(台灣六個廠區)","ISO 9001","248244.6400","母公司(台灣六個廠區)","ISO 9001","56475.3000","母公司(台灣六個廠區)","ISO 9001","9.1200","百萬營業額"
"=""8163""","達方","5315.6365","母公司(台灣廠區及中國廠區)","ISO 14001","93037.6435","母公司(台灣廠區及中國廠區)","ISO 14001","968.6582","母公司(台灣廠區及中國廠區)","ISO 14001","4.8900","百萬營業額"
"=""8201""","無敵","無，3","","","483.1800","母公司","","12.2600","母公司","","0.6400","營業額"
"=""8210""","勤誠","396.4400","母公司+子公司工廠","ISO 14001","11577.4500","母公司+子公司工廠","ISO 14001","無，無統計相關數據","","","0.0017","營業額"
"=""8213""","志超","948.4740","僅母公司","ISO 9001","19617.3570","僅母公司","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""8215""","明基材","19048.3800","桃園廠區、雲林廠區及大陸廠區","ISO 9001","40529.5700","桃園廠區、雲林廠區及大陸廠區","ISO 9001","9401.1600","桃園廠區、雲林廠區及大陸廠區","ISO 9001","3.6100","百萬營業額"
"=""8222""","寶一","2653.8900","目前無相關資料","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8249""","菱光","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8261""","富鼎","10.3800","僅母公司","","476.9500","僅母公司","","無，無統計相關數據","","","3.8100","服務"
"=""8271""","宇瞻","681.0000","僅母公司","","1887.3000","僅母公司","","無，無統計相關數據","","","0.3200","營業額"
"=""8341""","日友","61401.9980","母公司(雲林廠及彰濱廠)","","無，無統計相關數據","","","無，無統計相關數據","","","2.1320","焚化量"
"=""8367""","建新國際","6011.0000","僅母公司","","1271.0000","僅母公司","","無，無統計相關數據","","","4.5790","百萬營業額"
"=""8374""","羅昇","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8404""","百和興業-KY","21492.4100","江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司","","68259.3900","江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司","","無，無統計相關數據","","","7.5100","產品"
"=""8411""","福貞-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8422""","可寧衛","2004.2213","可寧衛、岡聯事業、吉衛、大寧(股)公司","ISO 9001","611.2811","可寧衛、岡聯事業、吉衛、大寧(股)公司","ISO 9001","5526.1306","可寧衛、岡聯事業、吉衛、大寧(股)公司","ISO 9001","0.0524","公噸廢棄物處理量"
"=""8429""","金麗-KY","2130.0000","合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8438""","昶昕","無，3","","","13841.0000","大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠","","無，資料盤點中，已規劃推動ISO14067。","","","無，資料盤點中，已規劃推動ISO14067。",""
"=""8442""","威宏-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8443""","阿瘦","無，3","","","1603.0000","僅母公司","","0.9000","僅母公司","","無，不適用",""
"=""8454""","富邦媒","384.9900","2021年揭露範圍為總部大樓、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工)","ISO 9001","7384.9100","2021年揭露範圍為總部大樓、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工)","ISO 9001","2204.7400","2021年揭露範圍為總部大樓、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工)","ISO 9001","3.6000","排放強度之計算以當年度總溫室氣體排放量(公噸CO2e)/當年度年底總部總雇用人數"
"=""8462""","柏文","834.0000","包含合併財務報表之母子公司","","16582.0000","包含合併財務報表之母子公司","","無，無統計相關數據","","","6.6830","百萬營業額"
"=""8463""","潤泰材","523791.1629","潤泰精密材料股份有限公司宜蘭冬山廠","","41054.4134","潤泰精密材料股份有限公司宜蘭冬山廠","","無，無統計相關數據","","","0.8920","熟料產量"
"=""8464""","億豐","無，3","","","無，待2021年ESG資料盤整完畢","","","無，待2021年ESG資料盤整完畢","","","無，待2021年ESG資料盤整完畢",""
"=""8466""","美吉吉-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8467""","波力-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8473""","山林水","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8476""","台境*","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8478""","東哥遊艇","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8481""","政伸","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8482""","商億-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8488""","吉源-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8499""","鼎炫-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8926""","台汽電","378803.4668","台灣汽電共生股份有限公司 官田汽電共生廠","ISO 9001","3151.7568","台灣汽電共生股份有限公司 官田汽電共生廠","ISO 9001","無，活動數據取得困難","","","0.0000","每單位蒸汽排放二氧化碳當量：340.4公斤/公噸蒸汽；每單位電力排放二氧化碳當量：988.6公斤/度電力"
"=""8940""","新天地","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8996""","高力","326.8200","母公司","","6947.6300","母公司","","8375.1000","母公司","","3.2600","百萬營業額"
"=""9103""","美德醫療-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""910322""","康師傅-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9105""","泰金寶-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""910861""","神州-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9110""","越南控-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""911608""","明輝-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""911622""","泰聚亨-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""911868""","同方友友-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""912000""","晨訊科-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9136""","巨騰-DR","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""9802""","鈺齊-KY","4897.8200","中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","","44626.2200","中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9902""","台火","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9904""","寶成","13600.0000","本公司製鞋廠區","ISO 14001","429400.0000","本公司製鞋廠區","ISO 14001","7760.5600","主要盤查成品鞋貨物下游運輸，與母公司員工航空差旅等兩個項目。","","無，針對本公司主要生產營運基地(中國大陸、越南、印尼)的製鞋工廠，每雙鞋溫室氣體排放密集度介於0.00091～0.00298噸。",""
"=""9905""","大華","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9906""","欣巴巴","32.6864","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9907""","統一實","46157.0000","台灣總公司排放量","ISO 9001","97941.0000","台灣總公司排放量","ISO 9001","1797663.0000","台灣總公司排放量","ISO 9001","0.1500","產品"
"=""9908""","大台北","無，無統計相關數據","","","922.8990","母公司三棟大樓自用樓層及內湖工務部辦公室","","無，無統計相關數據","","","0.0297","營業額每10萬元"
"=""9910""","豐泰","10021.0000","包含合併財務報表之母子公司","","214482.0000","包含合併財務報表之母子公司","","12.0000","包含合併財務報表之母子公司","","0.1140","每仟元美金產值"
"=""9911""","櫻花","337.8000","僅母公司","","2926.8000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9912""","偉聯","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""9914""","美利達","1065.8400","僅母公司","","6807.2000","僅母公司","","1726.3746","僅母公司","","0.0455","營業額單位為佰萬元"
"=""9917""","中保科","3340.3960","母公司","","4660.1835","母公司","","無，無統計相關數據","","","1.1143","計算標準:排放量/每百萬元營收"
"=""9918""","欣天然","無，無統計相關數據","","","197.4900","欣欣大樓","","無，無統計相關數據","","","197.4900","營業額"
"=""9919""","康那香","2624.6300","僅個體公司所有製造廠區(不含分公司)","","15757.4200","僅個體公司所有製造廠區(不含分公司)","","13.0200","僅個體公司所有製造廠區(不含分公司)","","3120.3400","產量(噸)"
